nama,tipe_node,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8
Altered States,Movie,-1.4772961139678955,0.461342453956604,0.04373304173350334,-0.15456348657608032,-0.0629986971616745,-0.09242250770330429,-0.48082366585731506,0.9726630449295044
Little Darlings,Movie,-0.05815804749727249,0.022633031010627747,-0.23451712727546692,-0.05155576765537262,0.7617267370223999,-0.6310923099517822,-1.5443490743637085,0.39520901441574097
Raise the Titanic,Movie,0.6798263788223267,-0.0367143452167511,-0.18968813121318817,-1.2637338638305664,-0.13661602139472961,-0.37695392966270447,-1.0172966718673706,-0.00166359543800354
Brubaker,Movie,-0.521280825138092,0.20131908357143402,-0.1821688860654831,-1.0500953197479248,-0.6664433479309082,0.25658413767814636,-0.7368577718734741,0.868421196937561
American Gigolo,Movie,-0.3454176187515259,0.36216244101524353,0.5726898312568665,-0.4867190718650818,-0.016309093683958054,-2.0129587650299072,-0.5572633743286133,0.3200061023235321
My Bodyguard,Movie,0.27644628286361694,0.2366756647825241,1.1567895412445068,-0.8669013977050781,-0.0896812230348587,-0.43766072392463684,0.11534115672111511,0.8065463304519653
Prom Night,Movie,-0.11278847604990005,-0.24122865498065948,-0.4428972899913788,1.0430084466934204,-0.11886206269264221,0.7805067896842957,-0.09535662084817886,2.150888442993164
Smokey and the Bandit II,Movie,-0.016200803220272064,-1.0978105068206787,0.7787927389144897,0.29507315158843994,0.27206850051879883,-0.7912428379058838,-0.9492055177688599,1.3656654357910156
Cattle Annie and Little Britches,Movie,0.2038259357213974,0.4532194137573242,0.19211864471435547,-0.7366538047790527,-0.22199051082134247,-0.0628180056810379,0.7061913013458252,1.2767770290374756
Seems Like Old Times,Movie,-0.8200510740280151,1.3445762395858765,-0.010276342742145061,0.3269847631454468,0.8265421390533447,0.18189683556556702,-0.31601977348327637,-0.6502947807312012
Private Benjamin,Movie,0.11649694293737411,-0.015614494681358337,0.8959207534790039,0.234919935464859,-0.59272301197052,-1.4073635339736938,0.19233500957489014,-0.1755761355161667
The Hollywood Knights,Movie,-0.5105637907981873,0.2967829406261444,1.23335862159729,0.650829553604126,0.8572719693183899,0.030547771602869034,-0.2697129547595978,0.38273850083351135
Motel Hell,Movie,0.18451358377933502,1.452916145324707,-0.011002864688634872,-0.8660248517990112,-0.021432163193821907,-0.9911307096481323,-0.28096652030944824,0.49408605694770813
The Jazz Singer,Movie,0.8928592205047607,-1.4579212665557861,-0.056120872497558594,0.5616297721862793,-0.7187089323997498,-0.05133534595370293,-0.15252241492271423,0.7000143527984619
Coal Miner's Daughter,Movie,-0.3008096218109131,0.3212706744670868,0.4590376019477844,-1.0394209623336792,0.04925812780857086,-0.38751843571662903,-0.015913695096969604,-1.0423109531402588
The Watcher in the Woods,Movie,-0.5751128792762756,-0.6878788471221924,0.267739862203598,-0.6374249458312988,0.2207392156124115,-0.0775943249464035,0.37069472670555115,0.6378400921821594
Breaker Morant,Movie,0.53557288646698,-0.3905310332775116,-0.16308432817459106,0.7622798681259155,1.117150068283081,-0.30543291568756104,-0.631677508354187,0.13737022876739502
The Stunt Man,Movie,-0.16367006301879883,-0.78755784034729,-0.5336451530456543,0.649000346660614,-1.1977825164794922,-0.5690316557884216,0.8816285133361816,1.1911828517913818
Where the Buffalo Roam,Movie,0.09456628561019897,-1.1643493175506592,0.3003638684749603,-0.6770069599151611,-0.3523503243923187,0.7841753959655762,-1.1446630954742432,-1.1402497291564941
